Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,APARINDS.NS,KEI.NS,POLYCAB.NS,APARINDS.NS,KEI.NS,POLYCAB.NS,APARINDS.NS,KEI.NS,POLYCAB.NS,APARINDS.NS,KEI.NS,POLYCAB.NS,APARINDS.NS,KEI.NS,POLYCAB.NS,APARINDS.NS,KEI.NS,POLYCAB.NS
Date,,,,,,,,,,,,,,,,,,
2010-01-19,149.38198852539062,36.35545349121094,,194.8000030517578,39.599998474121094,,202.10000610351562,42.0,,194.0,39.0,,198.0,42.0,,56700,796234,
2010-01-20,147.1964874267578,36.5390625,,191.9499969482422,39.79999923706055,,201.0,41.0,,190.5500030517578,39.29999923706055,,199.0,39.849998474121094,,29873,0,
2010-01-21,142.28863525390625,34.93244171142578,,185.5500030517578,38.04999923706055,,193.85000610351562,40.25,,185.0,37.79999923706055,,191.9499969482422,40.0,,20209,0,
2010-01-22,142.97879028320312,34.19799041748047,,186.4499969482422,37.25,,195.0,38.0,,177.0,36.29999923706055,,191.0,36.5,,45345,0,
2010-01-25,139.75802612304688,33.69305419921875,,182.25,36.70000076293945,,187.8000030517578,37.20000076293945,,181.0,36.04999923706055,,184.35000610351562,37.0,,6302,0,
2010-01-27,131.74447631835938,33.46353530883789,,171.8000030517578,36.45000076293945,,181.89999389648438,34.650001525878906,,170.10000610351562,34.650001525878906,,181.89999389648438,36.150001525878906,,16259,98070,
2010-01-28,131.16934204101562,30.617528915405273,,171.0500030517578,33.349998474121094,,177.0,34.79999923706055,,166.10000610351562,32.95000076293945,,176.9499969482422,34.599998474121094,,15558,0,
2010-01-29,130.67088317871094,31.856922149658203,,170.39999389648438,34.70000076293945,,174.9499969482422,34.79999923706055,,166.0,31.799999237060547,,166.75,32.099998474121094,,11489,0,
2010-02-01,136.11550903320312,32.315948486328125,,177.5,35.20000076293945,,178.89999389648438,35.54999923706055,,168.9499969482422,33.0,,169.0,33.0,,7658,0,
2010-02-02,130.32582092285156,32.224151611328125,,169.9499969482422,35.099998474121094,,183.0,36.5,,168.1999969482422,34.5,,183.0,34.5,,11164,0,
2010-02-03,130.4791717529297,32.82088851928711,,170.14999389648438,35.75,,175.0,36.20000076293945,,169.0,34.5,,175.0,35.0,,11207,0,
2010-02-04,129.21385192871094,32.13234329223633,,168.5,35.0,,172.75,36.5,,168.10000610351562,34.849998474121094,,168.10000610351562,35.849998474121094,,5673,0,
2010-02-05,125.8780746459961,30.663434982299805,,164.14999389648438,33.400001525878906,,169.0,35.0,,163.0,33.400001525878906,,165.0,34.5,,6987,163691,
2010-02-08,127.75686645507812,30.34210777282715,,166.60000610351562,33.04999923706055,,169.0,34.5,,166.25,32.150001525878906,,167.0,34.5,,3968,64936,
2010-02-09,128.21697998046875,30.112592697143555,,167.1999969482422,32.79999923706055,,168.39999389648438,33.599998474121094,,166.10000610351562,32.54999923706055,,167.0,33.0,,3169,36459,
2010-02-10,127.75686645507812,29.561758041381836,,166.60000610351562,32.20000076293945,,169.5,33.70000076293945,,166.0,31.549999237060547,,167.0500030517578,32.5,,3551,65743,
2010-02-11,125.64804077148438,30.066694259643555,,163.85000610351562,32.75,,168.5,33.45000076293945,,162.1999969482422,32.0,,166.0,32.099998474121094,,23414,41133,
2010-02-15,131.2076873779297,29.561758041381836,,171.10000610351562,32.20000076293945,,174.64999389648438,33.20000076293945,,164.0,31.799999237060547,,165.5,33.20000076293945,,30430,44186,
2010-02-16,133.1248016357422,29.424043655395508,,173.60000610351562,32.04999923706055,,174.85000610351562,32.650001525878906,,171.10000610351562,31.5,,172.6999969482422,31.899999618530273,,3917,95970,
2010-02-17,133.81495666503906,30.29620933532715,,174.5,33.0,,175.5,33.650001525878906,,172.60000610351562,32.29999923706055,,174.10000610351562,32.900001525878906,,3387,100445,
2010-02-18,135.57872009277344,30.15849494934082,,176.8000030517578,32.849998474121094,,189.8000030517578,33.20000076293945,,175.14999389648438,32.400001525878906,,177.0,32.400001525878906,,33516,41806,
2010-02-19,131.9745330810547,29.561758041381836,,172.10000610351562,32.20000076293945,,177.0,33.20000076293945,,171.5,31.549999237060547,,172.0,31.549999237060547,,6985,117238,
2010-02-22,129.75067138671875,28.87320327758789,,169.1999969482422,31.450000762939453,,176.0,32.70000076293945,,168.0,30.649999618530273,,172.0500030517578,32.25,,8154,128668,
2010-02-23,127.14338684082031,27.95513343811035,,165.8000030517578,30.450000762939453,,169.0,31.399999618530273,,165.0,30.299999237060547,,169.0,31.0,,6157,45786,
2010-02-24,125.83975219726562,27.26658821105957,,164.10000610351562,29.700000762939453,,168.0,30.5,,161.25,29.399999618530273,,161.25,30.5,,2372,60566,
2010-02-25,124.6128158569336,27.496105194091797,,162.5,29.950000762939453,,167.60000610351562,30.200000762939453,,161.5500030517578,29.5,,165.0,30.049999237060547,,4294,98330,
2010-02-26,127.06671142578125,27.863330841064453,,165.6999969482422,30.350000381469727,,167.0,31.450000762939453,,161.5,30.0,,161.5,30.5,,2716,208884,
2010-03-02,129.36724853515625,29.10272216796875,,168.6999969482422,31.700000762939453,,172.5,31.899999618530273,,167.0,30.200000762939453,,169.0,31.399999618530273,,6339,373218,
2010-03-03,131.85951232910156,30.571624755859375,,171.9499969482422,33.29999923706055,,174.89999389648438,33.29999923706055,,169.10000610351562,32.0,,169.10000610351562,32.0,,8053,114218,
2010-03-04,134.23675537109375,31.07656478881836,,175.0500030517578,33.849998474121094,,177.0,34.45000076293945,,172.25,33.400001525878906,,172.64999389648438,34.400001525878906,,3029,290551,
2010-03-05,133.46987915039062,30.709335327148438,,174.0500030517578,33.45000076293945,,177.89999389648438,34.45000076293945,,173.6999969482422,33.150001525878906,,177.89999389648438,34.400001525878906,,4619,73106,
2010-03-08,134.73519897460938,31.443788528442383,,175.6999969482422,34.25,,181.89999389648438,35.5,,175.0,33.5,,177.0,34.70000076293945,,9944,185823,
2010-03-09,145.892822265625,31.765106201171875,,190.25,34.599998474121094,,197.8000030517578,35.5,,175.5,34.400001525878906,,175.5,35.0,,183463,389247,
2010-03-10,143.93734741210938,31.260169982910156,,187.6999969482422,34.04999923706055,,204.39999389648438,35.20000076293945,,175.0,33.849998474121094,,175.5,34.849998474121094,,221955,104683,
2010-03-11,140.25650024414062,30.617528915405273,,182.89999389648438,33.349998474121094,,191.4499969482422,34.5,,182.0,33.04999923706055,,188.9499969482422,34.400001525878906,,54023,66794,
2010-03-12,144.28244018554688,30.020782470703125,,188.14999389648438,32.70000076293945,,204.3000030517578,34.150001525878906,,184.8000030517578,32.5,,184.8000030517578,34.150001525878906,,61006,82376,
2010-03-15,143.13217163085938,29.515853881835938,,186.64999389648438,32.150001525878906,,190.0,33.20000076293945,,182.1999969482422,31.75,,190.0,32.0,,16402,332136,
2010-03-16,145.93116760253906,29.791271209716797,,190.3000030517578,32.45000076293945,,193.9499969482422,32.900001525878906,,186.0500030517578,31.75,,189.0,32.150001525878906,,36052,78418,
2010-03-17,146.00784301757812,29.6535587310791,,190.39999389648438,32.29999923706055,,196.6999969482422,33.04999923706055,,189.1999969482422,32.04999923706055,,196.0,32.400001525878906,,34862,70681,
2010-03-18,145.81613159179688,29.791271209716797,,190.14999389648438,32.45000076293945,,191.0,32.650001525878906,,186.3000030517578,31.899999618530273,,186.3000030517578,32.0,,9897,49150,
2010-03-19,156.552001953125,29.699462890625,,204.14999389648438,32.349998474121094,,211.9499969482422,32.70000076293945,,189.5,32.0,,189.5,32.5,,119329,88821,
2010-03-22,157.54891967773438,32.59137725830078,,205.4499969482422,35.5,,217.0,35.599998474121094,,202.0,32.0,,204.0,32.599998474121094,,97894,931634,
2010-03-23,154.51986694335938,31.12247085571289,,201.5,33.900001525878906,,210.6999969482422,36.20000076293945,,197.5,33.70000076293945,,208.0,36.0,,195060,494900,
2010-03-25,155.9001922607422,30.663434982299805,,203.3000030517578,33.400001525878906,,209.0,34.5,,199.0500030517578,33.099998474121094,,201.5,34.0,,20520,108295,
2010-03-26,155.4401092529297,30.38801383972168,,202.6999969482422,33.099998474121094,,208.0,34.0,,202.0,32.650001525878906,,203.0,33.5,,26153,122655,
2010-03-29,153.17787170410156,29.378141403198242,,199.75,32.0,,205.5,33.400001525878906,,197.0500030517578,31.75,,197.0500030517578,33.29999923706055,,13032,167723,
2010-03-30,152.3343505859375,29.699462890625,,198.64999389648438,32.349998474121094,,205.9499969482422,33.0,,198.10000610351562,32.099998474121094,,200.0,32.79999923706055,,10817,94607,
2010-03-31,151.37576293945312,30.250301361083984,,197.39999389648438,32.95000076293945,,203.39999389648438,33.29999923706055,,197.0500030517578,32.5,,203.39999389648438,32.849998474121094,,8300,66645,
2010-04-01,153.17787170410156,33.050411224365234,,199.75,36.0,,202.0,36.25,,196.1999969482422,32.75,,197.5,32.95000076293945,,23846,705070,
2010-04-05,183.81346130371094,33.41763687133789,,239.6999969482422,36.400001525878906,,239.6999969482422,37.54999923706055,,202.0,35.95000076293945,,205.0,37.29999923706055,,469304,440159,
2010-04-06,178.2921600341797,32.63727569580078,,232.5,35.54999923706055,,282.70001220703125,36.79999923706055,,228.10000610351562,35.349998474121094,,246.0,36.79999923706055,,2032486,140751,
2010-04-07,184.42694091796875,32.36185073852539,,240.5,35.25,,253.9499969482422,36.25,,230.3000030517578,35.04999923706055,,235.0,35.150001525878906,,679357,208656,
2010-04-08,183.35333251953125,32.08644104003906,,239.10000610351562,34.95000076293945,,248.0,36.29999923706055,,235.25,34.650001525878906,,241.0,35.5,,156273,170842,
2010-04-09,177.79368591308594,32.912696838378906,,231.85000610351562,35.849998474121094,,242.89999389648438,36.25,,230.39999389648438,35.04999923706055,,242.89999389648438,35.25,,39549,164459,
2010-04-12,173.53770446777344,32.912696838378906,,226.3000030517578,35.849998474121094,,238.5,36.349998474121094,,223.10000610351562,35.599998474121094,,234.89999389648438,36.150001525878906,,41339,104036,
2010-04-13,168.5148162841797,33.46353530883789,,219.75,36.45000076293945,,229.5,36.599998474121094,,218.10000610351562,35.70000076293945,,229.0,35.70000076293945,,38774,138545,
2010-04-15,169.7801055908203,33.46353530883789,,221.39999389648438,36.45000076293945,,230.0,38.400001525878906,,219.5500030517578,36.29999923706055,,224.89999389648438,36.5,,68918,523590,
2010-04-16,167.47958374023438,32.86680221557617,,218.39999389648438,35.79999923706055,,223.89999389648438,36.900001525878906,,217.0500030517578,35.70000076293945,,221.39999389648438,36.79999923706055,,36113,82655,
2010-04-19,161.22979736328125,31.856922149658203,,210.25,34.70000076293945,,216.0,35.5,,209.14999389648438,34.099998474121094,,212.1999969482422,35.5,,26009,88237,
2010-04-20,169.7034454345703,32.545467376708984,,221.3000030517578,35.45000076293945,,224.89999389648438,35.75,,211.0,34.45000076293945,,211.0,35.0,,52826,73853,
2010-04-21,179.71084594726562,33.647151947021484,,234.35000610351562,36.650001525878906,,242.1999969482422,37.599998474121094,,224.8000030517578,35.099998474121094,,224.8000030517578,35.5,,151936,289578,
2010-04-22,182.54815673828125,34.61112594604492,,238.0500030517578,37.70000076293945,,240.0,38.5,,233.60000610351562,36.20000076293945,,235.6999969482422,36.599998474121094,,66431,484645,
2010-04-23,179.36573791503906,34.243892669677734,,233.89999389648438,37.29999923706055,,244.0,39.0,,233.0,37.099998474121094,,239.0,38.099998474121094,,40562,356086,
2010-04-26,180.55433654785156,34.51931381225586,,235.4499969482422,37.599998474121094,,238.6999969482422,38.400001525878906,,234.5500030517578,37.5,,237.64999389648438,37.900001525878906,,20324,152522,
2010-04-27,177.9853973388672,34.060279846191406,,232.10000610351562,37.099998474121094,,235.3000030517578,38.20000076293945,,230.64999389648438,36.79999923706055,,233.0500030517578,37.75,,12646,136875,
2010-04-28,178.52220153808594,32.315948486328125,,232.8000030517578,35.20000076293945,,236.85000610351562,36.5,,228.0,35.04999923706055,,229.0,35.599998474121094,,22344,180785,
2010-04-29,179.28904724121094,32.912696838378906,,233.8000030517578,35.849998474121094,,237.5,36.400001525878906,,232.0500030517578,35.54999923706055,,232.0500030517578,35.900001525878906,,10373,56044,
2010-04-30,177.41026306152344,33.18811798095703,,231.35000610351562,36.150001525878906,,238.0,37.099998474121094,,221.14999389648438,35.79999923706055,,236.5,36.0,,29192,153426,
2010-05-03,177.9087371826172,32.270057678222656,,232.0,35.150001525878906,,237.0,36.29999923706055,,230.89999389648438,34.79999923706055,,234.0,36.29999923706055,,8662,94466,
2010-05-04,176.6051025390625,32.13234329223633,,230.3000030517578,35.0,,236.0,37.45000076293945,,229.0,34.79999923706055,,234.6999969482422,35.5,,6896,411802,
2010-05-05,179.28904724121094,31.627405166625977,,233.8000030517578,34.45000076293945,,235.6999969482422,34.599998474121094,,218.0,33.400001525878906,,226.0,34.54999923706055,,15320,144644,
2010-05-06,178.1771240234375,32.04053497314453,,232.35000610351562,34.900001525878906,,233.10000610351562,37.900001525878906,,230.14999389648438,34.349998474121094,,230.89999389648438,34.900001525878906,,7275,221976,
2010-05-07,176.45172119140625,31.03066062927246,,230.10000610351562,33.79999923706055,,232.35000610351562,34.5,,225.3000030517578,33.29999923706055,,225.3000030517578,34.25,,9285,220930,
2010-05-10,180.24758911132812,33.41763687133789,,235.0500030517578,36.400001525878906,,237.0,37.20000076293945,,230.0500030517578,34.0,,232.0,34.150001525878906,,8017,391434,
2010-05-11,180.09426879882812,32.68318176269531,,234.85000610351562,35.599998474121094,,241.85000610351562,36.900001525878906,,232.0,35.400001525878906,,232.0,36.900001525878906,,24892,107294,
2010-05-12,176.1066131591797,32.545467376708984,,229.64999389648438,35.45000076293945,,236.5,36.25,,226.0,35.20000076293945,,233.1999969482422,35.900001525878906,,16101,71904,
2010-05-13,180.1709442138672,32.59137725830078,,234.9499969482422,35.5,,237.89999389648438,35.95000076293945,,232.0,35.349998474121094,,236.9499969482422,35.599998474121094,,13816,55627,
2010-05-14,180.05587768554688,31.811012268066406,,234.8000030517578,34.650001525878906,,236.89999389648438,36.0,,231.3000030517578,34.29999923706055,,233.9499969482422,35.5,,6747,78703,
2010-05-17,176.6051025390625,31.397891998291016,,230.3000030517578,34.20000076293945,,232.75,35.0,,226.0,33.95000076293945,,226.0,34.5,,4823,139732,
2010-05-18,182.1647491455078,31.719209671020508,,237.5500030517578,34.54999923706055,,250.0,35.20000076293945,,230.0,34.150001525878906,,230.0,34.70000076293945,,50027,79027,
2010-05-19,180.28591918945312,30.29620933532715,,235.10000610351562,33.0,,237.8000030517578,34.900001525878906,,233.0,32.099998474121094,,235.0,34.599998474121094,,25450,127223,
2010-05-20,179.86416625976562,30.066694259643555,,234.5500030517578,32.75,,236.39999389648438,34.0,,225.0,32.5,,235.0,34.0,,19026,101117,
2010-05-21,181.5128936767578,28.597782135009766,,236.6999969482422,31.149999618530273,,238.0,32.25,,229.0,30.450000762939453,,232.0,32.25,,9344,158625,
2010-05-24,182.27975463867188,28.276458740234375,,237.6999969482422,30.799999237060547,,247.8000030517578,32.79999923706055,,237.0,30.049999237060547,,247.8000030517578,31.600000381469727,,5400,176037,
2010-05-25,180.05587768554688,27.26658821105957,,234.8000030517578,29.700000762939453,,241.85000610351562,30.950000762939453,,233.5,29.549999237060547,,241.85000610351562,30.950000762939453,,10301,70349,
2010-05-26,180.01754760742188,27.633811950683594,,234.75,30.100000381469727,,236.5,30.799999237060547,,228.0500030517578,29.950000762939453,,236.0,30.0,,117646,78118,
2010-05-27,179.36573791503906,28.551877975463867,,233.89999389648438,31.100000381469727,,237.0,31.25,,232.75,29.799999237060547,,237.0,30.25,,6231,70575,
2010-05-28,180.55433654785156,28.551877975463867,,235.4499969482422,31.100000381469727,,238.5,32.150001525878906,,233.0,30.75,,234.0,31.5,,5198,68282,
2010-05-31,180.3626251220703,28.046939849853516,,235.1999969482422,30.549999237060547,,239.8000030517578,31.799999237060547,,232.0,30.200000762939453,,239.8000030517578,30.700000762939453,,18619,52965,
2010-06-01,180.70773315429688,27.633811950683594,,235.64999389648438,30.100000381469727,,240.0,31.0,,232.10000610351562,30.0,,233.0,30.75,,22481,46026,
2010-06-02,179.13568115234375,27.771520614624023,,233.60000610351562,30.25,,237.8000030517578,30.5,,225.10000610351562,30.049999237060547,,232.0,30.399999618530273,,3367,54114,
2010-06-03,177.7553253173828,28.36826515197754,,231.8000030517578,30.899999618530273,,237.0,31.399999618530273,,230.10000610351562,30.5,,237.0,30.899999618530273,,5700,76973,
2010-06-04,181.0911407470703,28.919105529785156,,236.14999389648438,31.5,,237.0,31.700000762939453,,230.0500030517578,30.5,,231.0,30.5,,5989,104450,
2010-06-07,174.99468994140625,28.046939849853516,,228.1999969482422,30.549999237060547,,233.0,31.100000381469727,,226.10000610351562,30.299999237060547,,226.10000610351562,30.5,,46080,48481,
2010-06-08,176.4133758544922,27.679718017578125,,230.0500030517578,30.149999618530273,,233.0,31.299999237060547,,228.0,30.049999237060547,,228.0,30.100000381469727,,5011,60409,
2010-06-09,172.1573486328125,28.001041412353516,,224.5,30.5,,233.0,31.899999618530273,,222.64999389648438,30.200000762939453,,229.5,30.799999237060547,,7658,157290,
2010-06-10,174.03616333007812,28.23055076599121,,226.9499969482422,30.75,,228.5,31.25,,225.0,30.299999237060547,,225.10000610351562,30.600000381469727,,4684,77523,
2010-06-11,170.96875,28.322364807128906,,222.9499969482422,30.850000381469727,,228.6999969482422,31.5,,220.0,30.649999618530273,,225.0,31.399999618530273,,3624,86826,
2010-06-14,175.9916229248047,28.597782135009766,,229.5,31.149999618530273,,243.10000610351562,31.299999237060547,,226.10000610351562,30.600000381469727,,243.10000610351562,30.799999237060547,,9023,102050,
2010-06-15,176.72007751464844,28.689590454101562,,230.4499969482422,31.25,,234.89999389648438,31.850000381469727,,227.5,31.0,,228.10000610351562,31.450000762939453,,103365,105023,
2010-06-16,174.80299377441406,28.414167404174805,,227.9499969482422,30.950000762939453,,232.0,31.850000381469727,,226.5,30.799999237060547,,231.89999389648438,31.5,,11231,99357,
2010-06-17,175.0713653564453,28.414167404174805,,228.3000030517578,30.950000762939453,,233.0,31.399999618530273,,227.5,30.5,,233.0,31.399999618530273,,8926,60204,
2010-06-18,177.06517028808594,27.95513343811035,,230.89999389648438,30.450000762939453,,232.0,31.200000762939453,,227.5,30.350000381469727,,229.0,31.0,,6876,53615,
2010-06-21,175.53147888183594,27.817426681518555,,228.89999389648438,30.299999237060547,,232.0,30.950000762939453,,228.25,30.100000381469727,,229.0,30.700000762939453,,5631,83083,
2010-06-22,175.76153564453125,27.587909698486328,,229.1999969482422,30.049999237060547,,239.0,30.700000762939453,,228.35000610351562,30.0,,239.0,30.299999237060547,,5120,67820,
2010-06-23,175.22474670410156,27.679718017578125,,228.5,30.149999618530273,,230.5,30.5,,227.0,29.0,,228.5,29.700000762939453,,1730,117405,
2010-06-24,175.60816955566406,28.276458740234375,,229.0,30.799999237060547,,231.0,31.75,,227.0500030517578,30.299999237060547,,231.0,30.649999618530273,,2189,164903,
2010-06-25,175.87657165527344,28.184654235839844,,229.35000610351562,30.700000762939453,,232.0,31.25,,228.0,30.350000381469727,,231.4499969482422,31.25,,7604,65943,
2010-06-28,175.4931640625,28.23055076599121,,228.85000610351562,30.75,,229.9499969482422,31.100000381469727,,227.0,30.5,,228.0,31.100000381469727,,1507,48316,
2010-06-29,175.6848602294922,28.87320327758789,,229.10000610351562,31.450000762939453,,231.60000610351562,32.25,,225.10000610351562,30.5,,229.5,30.649999618530273,,5656,123505,
2010-06-30,174.1511993408203,30.15849494934082,,227.10000610351562,32.849998474121094,,229.0,34.20000076293945,,225.0,31.0,,225.1999969482422,31.25,,3133,745695,
2010-07-01,174.64964294433594,30.755237579345703,,227.75,33.5,,231.0,34.20000076293945,,225.5,32.5,,226.5,32.5,,1629,289647,
2010-07-02,173.7294158935547,31.99462890625,,226.5500030517578,34.849998474121094,,230.0,35.400001525878906,,225.14999389648438,33.75,,225.14999389648438,33.75,,5672,308390,
2010-07-05,173.92111206054688,31.99462890625,,226.8000030517578,34.849998474121094,,226.8000030517578,35.5,,207.1999969482422,34.5,,207.1999969482422,35.0,,2259,176457,
2010-07-06,175.53147888183594,30.93885612487793,,228.89999389648438,33.70000076293945,,232.0,34.900001525878906,,228.0,33.5,,232.0,34.70000076293945,,10894,170168,
2010-07-07,178.6755828857422,30.47982406616211,,233.0,33.20000076293945,,233.0,34.099998474121094,,230.10000610351562,32.79999923706055,,230.10000610351562,34.0,,189393,83835,
2010-07-08,176.37501525878906,30.020782470703125,,230.0,32.70000076293945,,239.0,33.900001525878906,,221.5500030517578,32.54999923706055,,236.0,33.900001525878906,,83300,66086,
2010-07-09,175.1097412109375,30.020782470703125,,228.35000610351562,32.70000076293945,,234.4499969482422,33.900001525878906,,227.10000610351562,32.54999923706055,,232.1999969482422,33.0,,17161,121542,
2010-07-12,176.4133758544922,29.928979873657227,,230.0500030517578,32.599998474121094,,233.0,33.45000076293945,,225.5,32.349998474121094,,225.5,32.79999923706055,,11026,104153,
2010-07-13,176.6051025390625,29.6535587310791,,230.3000030517578,32.29999923706055,,232.25,33.900001525878906,,229.35000610351562,32.0,,231.75,32.70000076293945,,7087,110442,
2010-07-14,174.64964294433594,29.6535587310791,,227.75,32.29999923706055,,231.9499969482422,33.20000076293945,,227.1999969482422,32.04999923706055,,231.0,32.20000076293945,,14324,58423,
2010-07-15,173.95945739746094,29.14862632751465,,226.85000610351562,31.75,,229.0,32.79999923706055,,226.5,31.600000381469727,,227.0500030517578,32.099998474121094,,11445,97437,
2010-07-16,173.99778747558594,29.33223533630371,,226.89999389648438,31.950000762939453,,229.75,32.75,,225.8000030517578,31.700000762939453,,225.8000030517578,31.799999237060547,,8760,142033,
2010-07-19,177.14187622070312,30.250301361083984,,231.0,32.95000076293945,,233.60000610351562,33.25,,226.3000030517578,32.29999923706055,,229.0,32.849998474121094,,25890,189737,
2010-07-20,177.56362915039062,29.607654571533203,,231.5500030517578,32.25,,232.5,33.400001525878906,,228.3000030517578,32.0,,231.10000610351562,33.0,,29075,79601,
2010-07-21,178.25379943847656,29.561758041381836,,232.4499969482422,32.20000076293945,,236.5,32.849998474121094,,231.14999389648438,31.75,,232.0,32.5,,27641,85294,
2010-07-22,178.41055297851562,29.515853881835938,,227.64999389648438,32.150001525878906,,230.0,32.45000076293945,,227.0,31.700000762939453,,230.0,32.45000076293945,,7097,97945,
2010-07-23,177.47007751464844,29.33223533630371,,226.4499969482422,31.950000762939453,,229.89999389648438,32.75,,225.35000610351562,31.700000762939453,,228.10000610351562,32.650001525878906,,9966,82003,
2010-07-26,176.76475524902344,29.378141403198242,,225.5500030517578,32.0,,229.4499969482422,32.599998474121094,,225.0,31.5,,226.0,32.45000076293945,,6372,93914,
2010-07-27,177.66603088378906,28.597782135009766,,226.6999969482422,31.149999618530273,,232.0,32.0,,223.5500030517578,31.049999237060547,,225.9499969482422,31.5,,30772,135459,
2010-07-28,175.6675567626953,28.551877975463867,,224.14999389648438,31.100000381469727,,227.5,31.549999237060547,,223.64999389648438,30.799999237060547,,226.1999969482422,31.549999237060547,,5808,68592,
2010-07-29,173.12054443359375,28.414167404174805,,220.89999389648438,30.950000762939453,,227.14999389648438,31.399999618530273,,220.10000610351562,30.850000381469727,,226.9499969482422,31.200000762939453,,9292,43626,
2010-07-30,170.61265563964844,28.276458740234375,,217.6999969482422,30.799999237060547,,225.0,31.399999618530273,,215.10000610351562,30.649999618530273,,225.0,31.399999618530273,,11245,67573,
2010-08-02,175.19735717773438,28.184654235839844,,223.5500030517578,30.700000762939453,,227.0,31.399999618530273,,218.0,30.399999618530273,,220.0,30.799999237060547,,15662,123416,
2010-08-03,170.5343017578125,29.6535587310791,,217.60000610351562,32.29999923706055,,225.0,32.54999923706055,,216.1999969482422,30.850000381469727,,224.75,31.0,,12775,263086,
2010-08-04,171.31802368164062,31.719209671020508,,218.60000610351562,34.54999923706055,,220.85000610351562,34.900001525878906,,217.0,32.45000076293945,,220.0,32.650001525878906,,6105,1646137,
2010-08-05,173.4732208251953,31.902820587158203,,221.35000610351562,34.75,,231.89999389648438,36.0,,219.10000610351562,34.54999923706055,,220.0,35.099998474121094,,59344,958285,
2010-08-06,172.80706787109375,30.47982406616211,,220.5,33.20000076293945,,226.5,34.95000076293945,,218.10000610351562,32.79999923706055,,226.5,34.95000076293945,,6119,766314,
2010-08-09,174.1001739501953,29.378141403198242,,222.14999389648438,32.0,,233.0,33.79999923706055,,220.3000030517578,31.700000762939453,,225.4499969482422,33.599998474121094,,3797,588067,
2010-08-10,171.7490692138672,29.74536895751953,,219.14999389648438,32.400001525878906,,224.8000030517578,33.099998474121094,,218.5,30.649999618530273,,224.25,32.150001525878906,,3962,421508,
2010-08-11,168.18319702148438,29.378141403198242,,214.60000610351562,32.0,,223.5500030517578,32.95000076293945,,213.10000610351562,31.899999618530273,,223.3000030517578,32.099998474121094,,7185,211519,
2010-08-12,164.2646942138672,30.112592697143555,,209.60000610351562,32.79999923706055,,215.10000610351562,33.650001525878906,,208.5,31.5,,211.3000030517578,31.5,,14781,392740,
2010-08-13,166.1847381591797,29.928979873657227,,212.0500030517578,32.599998474121094,,213.39999389648438,33.54999923706055,,211.0,32.25,,211.0,32.849998474121094,,8256,186798,
2010-08-16,161.3649139404297,29.14862632751465,,205.89999389648438,31.75,,214.10000610351562,32.95000076293945,,203.5,31.549999237060547,,214.10000610351562,32.5,,8925,107314,
